headlines,y
"[CLS]The Impending Oil Shortage: Updating Our Oil Thesis For 2018[SEP]New Research Coverage Highlights HTG Molecular Diagnostics, Momenta Pharmaceuticals, Black ...[SEP]U.S. Bancorp beats by $0.01, beats on revenue[SEP]Universal Health Services declares $0.10 dividend[SEP]Dow Reaches 26,000, but Can't Hold On[SEP]Ophthotech Begins Phase II Zimura Study in Stargardt Disease[SEP]Dominion places nine power-generating units on reserve status[SEP]UnitedHealth's Q4 beat buoys peers[SEP]Healthcare: The 'Week That Was' Was Good[SEP]U.S. Bancorp (USB) Q4 Earnings Beat Expectations, Revenue Up[SEP]U.S. Bancorp's (USB) Beats Q4 Earnings Estimates, Costs Up[SEP]Discard These 4 Toxic Stocks or Sell Short for Profit[SEP]Energy/Materials - Top Gainers / Losers as of 2:00 pm (1/17/2018)[SEP]Shifting Wealth And Global Wealth Inequality[SEP]Asset Dedication, LLC Buys Vanguard Mega Cap Growth, iShares Core MSCI EAFE, Vanguard High ...[SEP]Today's preferred stock funds performance (1/17/18)[SEP]Hirtle Callaghan & Co LLC Buys iShares Russell –……… Value, iShares iBoxx $ High ...[SEP]Tesla Model 3 And Chevy Bolt Strain LIB Market[SEP]OSI Systems (OSIS) Jumps: Stock Rises 5.9%[SEP]Synchrony Financial (SYF) Q4 Earnings: What's in Store?[SEP]Progressive Corporation (PGR): Strong Industry, Solid Earnings Estimate Revisions[SEP]Rnc Capital Management Llc Buys Omnicom Group Inc, iShares Russell –……… Value, SPDR ...[SEP]Bar Harbor Bankshares declares $0.1867 dividend[SEP]Investor Expectations to Drive Momentum within Enbridge Energy Management, Glacier, Energous, ...[SEP]HWG Holdings LP Buys iShares Core S&P 5……, iShares Russell –……… Growth, ...",1
"[CLS]Dividend Challenger Net Gains Paced By GEO, Macquarie, Sabra & Manhattan Bridge Per January One-Year Targets[SEP]The Trend Is Your Friend But You Still Need To Be Careful (The Fortune Teller)[SEP]Today's fintech funds performance (1/18/18)[SEP]Full Plate of Economic Data, Q4 Earnings[SEP]Platinum Plays Catch-Up But It Has A Long Way To Go[SEP]Report: Exploring Fundamental Drivers Behind Echo Global Logistics, Coeur Mining, Key Energy ...[SEP]Homebuilder Sentiment Declines In Line With Expectations[SEP]Videogames close 2017 with 11% year-over-year sales gain[SEP]America Vs. Canada's Best Railroad Company - Union Pacific And Canadian National Railway[SEP]Hardware push lifts December videogame sales 10% from 2016[SEP]REIT Conversions In 2018: The Impact Of Tax Reform[SEP]M&A Waves Pushing Biotech ETFs Higher[SEP]Trump accuses Russia of helping N.Korea[SEP]New Research: Key Drivers of Growth for Real Goods Solar, Cray, International Seaways, Straight ...[SEP]Canadian National (CNI) Q4 Earnings: What's in the Cards?[SEP]America Is Picking The Right Fight With The Wrong Enemy[SEP]Today's South America funds performance (1/18/18)[SEP]Will Higher Oil Prices Cause Surge In Completions Of Drilled But Uncompleted Wells?[SEP]Moody National Bank Trust Division Buys The Travelers Inc, Principal Financial Group Inc, ...[SEP]M&T Bank beats by $0.08, beats on revenue[SEP]J. B. Hunt (JBHT) Q4 Earnings and Revenues Beat, Rise Y/Y[SEP]Jacobs (JEC) to Boost Organic Growth on Energy Contract[SEP]The 1% Dividend Growth Model Portfolio Will Break The Mold And Transform Opinions[SEP]Coffee Market Outlook And Latest COT Data Review For Softs And Grains[SEP]M&T Bank (MTB) Beats on Q4 Earnings and Revenue Estimates",0
"[CLS]Kansas City Southern (KSU) Q4 Earnings Top, Volumes Rise[SEP]Intel and Comcast among those expected to hike dividends next week[SEP]Dow Slips Nearly 100 Points, but Stays Above 26K[SEP]New Capital Management LP Buys Berkshire Hathaway Inc, Weingarten Realty Investors, Micro Focus ...[SEP]Tyson Foods Tops FORTUNE's World's Most Admired Companies List for Food Production[SEP]Top Ranked Growth Stocks to Buy for January 19th[SEP]What's in Store for Norfolk Southern (NSC) in Q4 Earnings?[SEP]Zacks.com highlights: Sanchez Midstream Partners, Tecnoglass, Aeterna Zentaris, Ardelyx and Matrix Service[SEP]Composite Rating For Hunt JB Transportation Services Jumps To 97[SEP]Arrow (ARW) Collaborates With AT&T for Expansion in IoT[SEP]Daily Insider Ratings Round Up 1/17/18: S, CCUR, CHN, MSF, PCF, TEI, BMNM[SEP]New Residential Housing Starts Down In December[SEP]Wealth Enhancement Advisory Services, Llc Buys Apple Inc, SunTrust Banks Inc, Amazon. ...[SEP]Premarket Gainers as of 9:05 am (1/19/2018)[SEP]Accenture Expands in Japan, Opens Innovation Hub in Tokyo[SEP]Susquehanna positive on Mellanox with 23% upside[SEP]World Asset Management Inc Buys Aptiv PLC, Xcel Energy Inc, Eversource Energy, Sells C.R. ...[SEP]Wall Street Breakfast: Investors Calm As Government Shutdown Looms[SEP]Third Avenue Management's Q4 2017 Real Estate Investor Letter And Key Holdings[SEP]The MnM Portfolio, Dec. 2017 - Closing Out A Solid Dividend-Growth Year[SEP]Market Volatility Bulletin: Shaky Into The Open[SEP]U.S. Weekly FundFlows Insight Report: Fund Investors Pad The Coffers Of Long-Term Assets For The Week[SEP]Juno Therapeutics: What The Celgene Potential Acquisition Foretells[SEP]Why Halliburton (HAL) Might Surprise This Earnings Season[SEP]Adams Asset Advisors, LLC Buys JM Smucker Co, Schlumberger, Universal Corp, Sells HollyFrontier ...",1
"[CLS]United Rentals' (URI) Q4 Earnings to Gain From Neff Buyout[SEP]Randgold eyes full production this year at Congo's Kibali mine[SEP]Dividend Aristocrats In A Rising Rate Environment[SEP]Premarket Gainers as of 9:05 am (1/22/2018)[SEP]Diana Containerships announces the sale of two post-panamax container vessels[SEP]Japan manufacturers' mood hits 11-year high: Reuters Tankan[SEP]Dividend Aristocrats In A Rising Rate Environment[SEP]Sysco to Release Second Quarter Fiscal —…–8 Financial Results on February 5[SEP]It's Never Sunny In Washington D.C.[SEP]What's in the Cards for Novartis (NVS) This Earnings Season?[SEP]Barrick Gold: Earnings Preview[SEP]Can Coty Continue Gaining From Buyouts & E-Commerce Growth?[SEP]Paramount Network and Viacom Inc. (Nasdaq: VIA) to Ring the Nasdaq Stock Market Opening Bell in ...[SEP]Opus EPS of $0.03[SEP]Morgan Stanley sees upside for Colgate-Palmolive[SEP]Precious Metals Living Up To Strong January Seasonality[SEP]Pausing Midstream[SEP]Notable earnings before Tuesday's open[SEP]IBD Rating Upgrades: Gartner Shows Improved Technical Strength[SEP]What to Expect From Royal Caribbean (RCL) in Q4 Earnings?[SEP]Top 'Safer' Dividend Monthly Pay Gains Are By SmartCentres, Pure Multi-Family, Corus, And Stellus To January, 2019[SEP]Yet-to-be-released White House infrastructure plan published[SEP]GasLog Partners LP: These 8.20% Fixed-To-Floating Preferred Units Started Trading On The NYSE[SEP]Alpine Global Dynamic Dividend Fund declares $0.065 dividend[SEP]Pausing Midstream",1
"[CLS]New Strong Sell Stocks for January 23rd[SEP]Bet on These 4 REITs with Q4 Earnings Beat Potential[SEP]Wall Street Breakfast: WEF Kicks Off In Davos[SEP]Orinda Asset Management LLC Buys Colony NorthStar Inc, CorEnergy Infrastructure Trust Inc, GGP ...[SEP]Bloomberg: Big oil plans tenfold expansion of cost-cut collaboration[SEP]Notable earnings after Wednesday's close[SEP]Equities: Are TOPIX And Nikkei Still Cheap?[SEP]Solar names respond to new U.S. tariffs[SEP]Franco-Nevada Inks $–78 Million Contract[SEP]Statoil (STO), YPF Finalize Deal to Develop Vaca Muerta Play[SEP]You Blink, You Miss - Cramer's Mad Money (1/22/18)[SEP]Saudi Arabia's Ongoing Oil Supply Shortage[SEP]National Oilwell (NOV) Reconstitutes Reporting Segments[SEP]Solar names respond to new U.S. tariffs[SEP]Focused Investors LLC Buys Bank of America Corporation, CBS Corp, Sells Time Warner Inc, ...[SEP]China's Pollution Crackdown: A Secular Tailwind For The Global Natural Resources Sector[SEP]Alliance Resource Partners Is Attractively Priced With A Safe 10% Yield - At Least In The Short Term[SEP]20 Dividend Increases: January 15-19, 2018 (Part 1: Energy And Real Estate Sectors)[SEP]7 Agricultural Stocks For Timely Diversification (Video)[SEP]The Lindemann Criterion[SEP]Midas Management Corp Buys AutoZone Inc, Altria Group Inc, Walgreens Boots Alliance Inc, Sells ...[SEP]United Community Financial declares $0.06 dividend[SEP]Brent crude hits $70 after stronger IMF economic growth outlook[SEP]AIG to Buy Validus, Expand Reach in Reinsurance Business[SEP]Notable earnings after Wednesday's close",0
"[CLS]U.S. Steel Has Been A Beast[SEP]4.45% Yield REIT Belongs In Most Dividend Portfolios, Steady Growth Continues[SEP]Stanley Black & Decker, Inc. 2017 Q4 - Results - Earnings Call Slides[SEP]20 Dividend Increases: January 15-19, 2018 (Part 2: The Remaining Sectors)[SEP]Big Changes Underfoot In Commodities ETF And ETNs[SEP]Big day for Brazil after Lula conviction upheld[SEP]Sequoia Fund Q4 2017 Investor Letter[SEP]Daily Insider Ratings Round Up 1/23/18: OPK, CHN, PCF, SWZ, NXRT[SEP]Total Systems (TSS) Beats on Q4 Earnings, Issues '18 View[SEP]Marine Products declares $0.10 dividend[SEP]Equitec Proprietary Markets, Llc Buys NXP Semiconductors NV, Orbital ATK Inc, General Electric ...[SEP]Cahaba Wealth Management, Inc. Buys SPDR S&P 5……, Vanguard S&P 5……, Total ...[SEP]Tronox -8% after suing FTC over titanium dioxide deal[SEP]Schwab Brings You REITs On Sale[SEP]Steel Dynamics (STLD) Q4 Earnings & Sales Trump Estimates[SEP]Marine Products' (MPX) CEO Rick Hubbell on Q4 2017 Results - Earnings Call Transcript[SEP]Franco-Nevada to Acquire Additional Precious Metals Stream[SEP]Webster Financial (WBS) Q4 Earnings Improve Y/Y, Costs Rise[SEP]Video: Bank Valuations And We're All Market Timers?[SEP]TPP members reach agreement on deal[SEP]DCP: 7.5% Yield And 10% Capital Appreciation Potential[SEP]HP Is A Strong Buy - Cramer's Lightning Round (1/23/18)[SEP]Meet The Team: The King Is Dead. Long Live The King![SEP]Biotech Forum Daily Digest For January 24th[SEP]Consumer - Top Gainers / Losers as of 12:00 pm (1/24/2018)",1
"[CLS]SandRidge Mississippian Trust II declares $0.058 dividend[SEP]The Public Market's Sweet Spot[SEP]Territorial Bancorp EPS in-line, beats on revenue[SEP]Sugar Sours, But The Price Level Is Sweet[SEP]Energy/Materials - Top Gainers / Losers as of 2:00 pm (1/25/2018)[SEP]New Strong Buy Stocks for January 25th[SEP]Shire Gets FDA Nod for Cinryze Tech Transfer to New Site[SEP]Top Ranked Growth Stocks to Buy for January 25th[SEP]This Retailer Is Poised For Success In The 'New' Retail Environment[SEP]Range Resources Plans Most of 2018 Spending for Marcellus[SEP]Range Resources sinks to 12-year low on 'underwhelming' five-year outlook[SEP]Puerto Rico fiscal plan includes zero for debtholders[SEP]Rogers Communications (RCI) Q4 Earnings Beat, Revenues Miss[SEP]Play Biotech Buyout Frenzy With These 2 Solid Funds[SEP]Vertex (VRTX) Stock Up 70% in a Year's Time: Here's Why[SEP]Kahn Brother's Top 5 Position Increases of the 4th Quarter[SEP]Premarket Losers as of 9:05 am (1/25/2018)[SEP]The Chemist's 'High-High-Low' CEF Report - December 2017[SEP]Ulta Beauty Is Getting Promotional - Cramer's Lightning Round (1/24/18)[SEP]Will Hurricane Impacts Mar Silgan's (SLGN) Q4 Earnings?[SEP]TG Therapeutics, Inc. Announces Data Presentation at the Upcoming Third Annual Americas ...[SEP]China-Based Investigation Into Ballard Power Suggests Earnings Disappointment, 35-70% Downside Risk[SEP]Celgene (CELG) Q4 Earnings & Sales Beat on Solid Revlimid[SEP]What's in Store for Boston Properties (BXP) in Q4 Earnings?[SEP]Sound Financial reports Q4 results",1
"[CLS]Latin America And The Caribbean In 2018: An Economic Recovery In The Making[SEP]Western Digital: Unfairly Sold On Strong Quarter[SEP]Legacy Advisors, LLC Buys iShares Russell –……… Growth, iShares Russell –……… ...[SEP]Rockwell Collins (COL) Beats on Q1 Earnings, Sales Up Y/Y[SEP]Q4 GDP Sub-3%, Q4 Earnings Roll On[SEP]Absolute Returns Launch: Exclusive Portfolio Management & Trade Ideas[SEP]The GDP Of Bridges To Nowhere[SEP]Rockwell Collins beats by $0.04, beats on revenue[SEP]EPA reverses clean air policy[SEP]Rockwell Collins (COL) Tops Q1 Earnings & Sales Estimates[SEP]Many Reasons To Be Cheerful About 2018[SEP]BankFinancial Corporation to Host Conference Call and Webcast on January '…, —…–8[SEP]KB Home (KBH) Expands Sustainable Home Products With Microban[SEP]' Stocks Gain in Premarket Friday[SEP]BankFinancial declares $0.08 dividend[SEP]PPG Industries (PPG) Poised on Acquisitions, Cost Reductions[SEP]Report: Developing Opportunities within Quidel, Earthstone Energy, Potbelly, Chemed, Great ...[SEP]Value Screeners Identify Good Opportunities for —…–8[SEP]Moog's (MOG.A) CEO John Scannell on Q1 2018 Results - Earnings Call Transcript[SEP]Moog beats by $0.05, beats on revenue[SEP]EPA reverses clean air policy[SEP]Retailers ask where are all the trucks?[SEP]Rockwell Collins inches up after earnings[SEP]A Spate of Q4 Earnings[SEP]Inflation Can Be As Fickle As The Weather",1
"[CLS]Stocks With Rising Composite Ratings: Applied Industrial Technologies[SEP]Notable earnings before Tuesday's open[SEP]Key Factors That May Impact Microsoft's (MSFT) Q2 Earnings[SEP]Trump blasts EU trade relationship[SEP]Can an Improving End-Market Drive AMETEK's (AME) Q4 Earnings?[SEP]Shares Up on Federated's (FII) Q4 Earnings Beat, Costs Down[SEP]Market Volatility Bulletin: Equities Spooked On Higher Rates[SEP]Antero Resources to evaluate potential ways to address stock price[SEP]Bollard Group LLC Buys CarGurus Inc, British American Tobacco PLC, BP PLC, Sells JBG SMITH ...[SEP]The Quiet Recovery Of The Gold Miners[SEP]Why an Earnings Beat Is Unlikely for Duke Realty (DRE) in Q4[SEP]New Strong Sell Stocks for January 29th[SEP]Northeast Bancorp misses by $0.09, misses on revenue[SEP]Gambling Stock Roundup: WYNN Q4 Beats but Steve Wynn in Trouble; LVS Impresses[SEP]Meet The Team: The King Is Dead. Long Live The King! - Part II[SEP]Volatility: Realistic Expectations[SEP]Shanghai turns lower after warnings[SEP]Enanta Pharma continues northward march, up 6%[SEP]Meet The Team: The King Is Dead. Long Live The King! - Part II[SEP]Notable earnings before Tuesday's open[SEP]Meet The Team: The King Is Dead. Long Live The King! - Part II[SEP]What's in Store for Ferrari (RACE) This Earnings Season?[SEP]Energy/Materials - Top Gainers / Losers as of 2:00 pm (1/29/2018)[SEP]Fractional Shares And No Fees: How To Save Money By Going Direct[SEP]5 Winning Stocks for Best Stretch of Growth Since '09",0
"[CLS]The First of Long Island misses by $0.03, misses on revenue[SEP]Chain store sales keep up +3% pace[SEP]Opus goes ex-dividend tomorrow[SEP]Solid Biosciences slips on potential AAV toxicity[SEP]Alexandria (ARE) Q4 FFO & Revenues Improve, Miss Estimates[SEP]Financial Institutions, Inc. 2017 Q4 - Results - Earnings Call Slides[SEP]Oil & Gas Stock Roundup: Valero and Marathon Hikes Dividends, Helmerich & Payne Reports Q1[SEP]J&J Snack Foods' (JJSF) CEO Gerald Shreiber on Q1 2018 Results - Earnings Call Transcript[SEP]Q4 Results Remain Positive, Market Dips[SEP]5 Low Leverage Stocks to Save Your Portfolio From Debt Traps[SEP]T. Rowe Price's (TROW) Q4 Earnings Beat Estimates, Costs Up[SEP]5 Solid Stocks With Impressive Net Profit Margin[SEP]Reinsurance Group (RGA) Q4 Earnings & Revenues Lag Estimates[SEP]The Good, The Bad, And The Ugly[SEP]T. Rowe Price down more than 3% after earnings[SEP]Will Soft Sales Mar Archer Daniels' (ADM) Q4 Earnings?[SEP]Behind The Idea: Papa Don't Preach (Podcast)[SEP]Farm Sector Prices And Income Under Mr. Trump[SEP]Bulletproof Investing Performance: Week 9[SEP]Markets Deeper in the Red, Q4 Reports Stay Healthy[SEP]Baker Ellis Asset Management LLC Buys Hanesbrands Inc, 'M Co, Albemarle Corp, Sells Northrop ...[SEP]Notable earnings after Wednesday's close[SEP]T. Rowe Price beats by $0.06, beats on revenue[SEP]Solid Biosciences slips on potential AAV toxicity[SEP]Landmark Bancorp's (LARK) CEO Michael Scheopner on Q4 2017 Results - Earnings Call Transcript",0
"[CLS]FPA Crescent Fund Q4 2017 Commentary: Sovereign Debt Craziness[SEP]Finding Value In An Overinflated Market[SEP]W.R. Berkley Looking To Better Days, But The Market Is Already There[SEP]Veeva Systems' Product Portfolio Strong, Competition Rife[SEP]Notable earnings after Thursday's close[SEP]Defense Stocks' Q4 Earnings Roster for Feb 1: TDY, ESL, TGI[SEP]World's Largest Silver Mines: Suffer Falling Ore Grades & Rising Costs[SEP]Time To Prefer Preferreds[SEP]Key Predictions for Q4 Earnings Reports of CI, MMC, XL, VR[SEP]Will Covance Drug Development Drive LabCorp (LH) Q4 Earnings?[SEP]Notable earnings after Thursday's close[SEP]IBD Rating Upgrades: Canadian Pacific Railway Flashes Improved Technical Strength[SEP]Simon Says: Put Some 'Dry REIT Powder' To Work[SEP]Natural Gas - King Euro Won The Battle Of The Weather Models[SEP]AK Steel Should Be Avoided[SEP]Why Earnings Season Could Be Great for Hershey (HSY)[SEP]The Trade Desk: The Gem Of Advertisement Offers Growth And Value[SEP]For Emerging Markets, It's Really The 'Economy Stupid'[SEP]Northwestern Mutual Wealth Management Co Buys iShares Core S&P 5……, Vanguard Total Bond ...[SEP]Miller Value Partners Opportunity Equity Q4 2017 Letter: The Value Of Doing Nothing[SEP]Allstate: Is It Cheap Under $100?[SEP]A Happy First Year Anniversary For The Dividend Growth TR Portfolio[SEP]Consumer Confidence Soars: 5 Retail Stocks Poised to Benefit[SEP]David Carlson Buys Boston Scientific Corp, Broadcom, Charter Communications Inc, Sells AutoZone ...[SEP]Ashford Hospitality Prime (AHP) Presents At Noble Financial Capital Markets 14th Annual Investor Conference - Slideshow",1
"[CLS]Vertex (VRTX) Q4 Earnings Beat on Strong CF Products Sales[SEP]Buy Facebook Instead Of Snap - Cramer's Lightning Round (1/31/18)[SEP]RiverPark Large Growth Fund Q4 2017 Performance Summary[SEP]Stocks To Watch: VMware Sees Relative Strength Rating Jump To 83[SEP]Financials - Top 5 Gainers / Losers as of 1:00 PM (02/01/2018)[SEP]Investing Themes In A Volatile Market - Cramer's Mad Money (1/31/18)[SEP]American Financial Group Inc. 2017 Q4 - Results - Earnings Call Slides[SEP]American Financial (AFG) Q4 Earnings Beat, 2018 View Issued[SEP]International Paper's (IP) CEO Mark Sutton on Q4 2017 Results - Earnings Call Transcript[SEP]January: Closed-End Funds Underperform A Strong Market[SEP]Upcoming Dividends; 45 Companies, 9 Double Digit Increases[SEP]Silicon Labs' IoT Energizer Bunny Keeps Going[SEP]American Financial Group's (AFG) CEO Carl Lindner on Q4 2017 Results - Earnings Call Transcript[SEP]Premarket Gainers as of 9:05 am (02/01/2018)[SEP]RiverPark Short Term High Yield Fund And RiverPark Strategic Income Fund Q4 2017 Commentary[SEP]32 Dividend Increases: January 22-26, 2018 (Part 3: Remaining Sectors)[SEP]Wall Street Mixed on Thursday[SEP]Lean Long-Term Growth Portfolio - January 2018 Update[SEP]Textron upgraded at Morgan Stanley on potential recovery in bizjet market[SEP]Vertex Wants To Take A Crack At Cystic Fibrosis With Triple-Combo Drugs[SEP]S&P 500 Valuation Dashboard - Update[SEP]Top Analyst Reports for Pfizer, PayPal & Raytheon[SEP]3 Top-Ranked Sector ETFs to Buy[SEP]Biotech Stock Roundup: AbbVie 4Q Results Impress, Ablynx to be Acquired by Sanofi[SEP]Corporate Bond Commentary - January 29, 2018",1
"[CLS]Peter Lynch Taught Me to Invest in Ulta Beauty[SEP]Generic drug makers in the red on market's down day[SEP]ARADIGM ALERT: Faruqi & Faruqi, LLP Encourages Investors Who Suffered Losses Exceeding ...[SEP]Aradigm: Points Of Discussion[SEP]Tenet board to review proposal for less-stringent requirements for activist investor-initiated changes[SEP]Stress tests look tougher than expected[SEP]Seaworthy Through The Storm: Municipal Basis Points - Q1 2018[SEP]Crude Oil Continues To Receive Support From Market Structure[SEP]BioSci Rounds Report For Feb. 1, 2018[SEP]Stock Exchange: Extreme Market Strength - What Does It Tell Us?[SEP]ARDM LOSS NOTICE: Rosen Law Firm Announces Filing of Securities Class Action Lawsuit Against ...[SEP]Seaworthy Through The Storm: Municipal Basis Points - Q1 2018[SEP]Premarket Losers as of 9:05 am (2/2/2018)[SEP]ExxonMobil (XOM) Misses Q4 Earnings on Lower Throughput[SEP]After Hours Gainers / Losers (2/2/2018)[SEP]Bitcoin: Here Are My Concerns[SEP]Kite Realty Group's (KRG) CEO John Kite on Q4 2017 Results - Earnings Call Transcript[SEP]Long Products Should Drive A Good 2018 For Nucor[SEP]Honda Motor reports Q3 EPS of ¥318.50, raises FY18 guidance[SEP]Reinsurance Group Of America Shows Improved Relative Strength; Still Shy Of Benchmark[SEP]Seaworthy Through The Storm: Municipal Basis Points - Q1 2018[SEP]Texan Capital Management Buys Southwest Airlines Co, ETFMG Prime Cyber Security, Salesforce. ...[SEP]Shutterfly Well Poised on Restructuring & Lifetouch Buyout[SEP]Chevron (CVX) Q4 Earnings Jump, Helped by Rising Oil Price[SEP]Warren Buffett and the Art of Stock Picking",0
"[CLS]Bears Feast Again As Early Bounce Fades; Fear Gauge Spikes Again[SEP]Weighing Pros And Cons Of Celgene[SEP]If I Had To Build An Income Portfolio Today - Update 26[SEP]Europe drops more than 1.5% to lowest since November[SEP]Elliott renews call for BHP Billiton to scrap dual listing[SEP]Sibanye-Stillwater says H2 2017 gold production rose 4% Q/Q[SEP]S&P's 'Global Corporate Leverage Trends 2018'[SEP]Notable earnings after Tuesday's close[SEP]The Road Ahead - A European View Of Trends In The Mutual Funds Industry[SEP]IBD Rating Upgrades: Genuine Parts Flashes Improved Relative Price Strength[SEP]Dollar Consolidates While Equity Rout May Be Ebbing[SEP]Semiconductor slump on Morgan Stanley concerns, Qualcomm news, ON earnings[SEP]Qualcomm: A Tipping Point[SEP]Salient Trust Co Lta Buys iShares Core S&P 5……, Tapestry Inc, Energy Transfer Equity ...[SEP]Permian Basin Shale Oil Pure Play Stocks - Weekly Report 02/02/18[SEP]The Broadcom Dividend Machine[SEP]Wall Street Breakfast: Signs Of A Top Or Just Noise?[SEP]Notable earnings after Tuesday's close[SEP]Cisco, Apple, Aon, Allianz Introduce a First in Cyber Risk Management[SEP]USA Truck Earns Membership In 95-Plus Composite Rating Club[SEP]Sand In My Shoes - January Update[SEP]Morgan Stanley: RF chip stocks feel pressure from weak iPhone sales[SEP]Permian Basin Shale Oil Pure Play Stocks - Weekly Report 02/02/18[SEP]Equity CEFs: Every Dog Has Its Day[SEP]Broadcom confirms $82 per share offer for Qualcomm",0
"[CLS]My Dividend Growth Portfolio - 46 Holdings, 1 Buy, 2 Sells[SEP]Financials - Top 5 Gainers / Losers as of 1:00 PM (02/06/2018)[SEP]Manhattan Bridge Capital declares $0.12 dividend[SEP]Pettee Investors, Inc. Buys Genesee & Wyoming Inc, Humana Inc, Mylan NV, Sells American ...[SEP]Carlyle Group - Billions In Growth Potential[SEP]The Vetr community has downgraded $STZ to 4-Stars[SEP]Zacks.com featured highlights include: Crocs, Transcat, Mobile TeleSystems, Regions Financial and LATAM Airlines[SEP]Esco Tech beats by $0.02, beats on revenue[SEP]Notable earnings after Wednesday's close[SEP]REI, JRVR, EVTC gain on SmallCap 600 entries[SEP]Association of Gaming Equipment Manufacturers (AGEM) Releases January —…–8 Index[SEP]ESCO Technologies' (ESE) CEO Vic Richey on Q1 2018 Results - Earnings Call Transcript[SEP]Oaktree Specialty Lending: Expected Dividend Cut Of 20% To 36% This Week[SEP]Southern Copper Sees Composite Rating Move Up To 96[SEP]5%+ Dividend Yield Portfolio: The Rising Tide Raises My Boat (Jan 2018 Review)[SEP]Jeff Auxier Comments on Express Scripts[SEP]Precious Metals In A Risk-Off Environment[SEP]Horan Capital Advisors, LLC. Buys AbbVie Inc, Express Scripts Holding Co, Ingersoll-Rand PLC, ...[SEP]Everest Re Group Ltd. 2017 Q4 - Results - Earnings Call Slides[SEP]Notable earnings before Wednesday's open[SEP]Identiv to Acquire Video Technology and Data Analytics Company 'VR, Strengthening Position in ...[SEP]Blackbaud beats by $0.01, beats on revenue[SEP]AmEx Leads Slide In Dow Futures; Netflix Dives; This Chip Stock Jumps[SEP]Cryptocurrencies Crash, Dollar Slides, Gold And Silver Slips[SEP]Everest Re Group's (RE) CEO Dominic James Q4 2017 Results - Earnings Call Transcript",1
"[CLS]Denbury to Present at the —'rd Annual Credit Suisse Energy Summit; Announces Release Date ...[SEP]The Zacks Analyst Blog Highlights: Brinker International, Kimberly-Clark, Northwest Bancshares, Macy's and Occidental Petroleum[SEP]Cooke & Bieler Lp Buys Johnson Controls International PLC, Arrow Electronics Inc, Verizon ...[SEP]Why I've Been Selling Consumer Staples[SEP]Guns And Butter May Resolve U.S. Legislative Logjam[SEP]Shiseido: A Brand That Shouldn't Be Known Only By Beauty Aficionados[SEP]AIS Resources Is Racing Towards Lithium Production In Northern Argentina[SEP]FormFactor's (FORM) CEO Mike Slessor on Q4 2017 Results - Earnings Call Transcript[SEP]FactSet Research Systems declares $0.56 dividend[SEP]S&P 500 Dividend Aristocrats AT&T, Chevron, Con Ed, Exxon And Federal Show Top Yields[SEP]FormFactor misses by $0.03, beats on revenue[SEP]After Hours Gainers / Losers (2/7/2018)[SEP]If You Must Speculate In REITs, Learn The Rules[SEP]How Far Will Economic & Wage Growth Push Housing Demand?[SEP]China strikes back against U.S. at WTO[SEP]US Stocks Rally on Wednesday[SEP]After Hours Gainers / Losers (2/7/2018)[SEP]Arrow Electronics (ARW) Q4 Earnings & Revenues Top Estimates[SEP]Select Medical Shows Rising Relative Price Performance; Still Shy Of Key Threshold[SEP]Midday Gainers / Losers (2/7/2018)[SEP]Mario Gabelli Exits Kite Pharma, Trims Time Warner[SEP]U.S. crude oil slides to lowest settlement in a month[SEP]Haemonetics' (HAE) Q3 Earnings Top Estimates, EPS View Up[SEP]Expected Dividend Increases In February 2018[SEP]Global Markets Are Signaling Inflation Is Coming. What Does It Mean For Investors And Your Portfolio?",0
"[CLS]Stocks To Watch: FCB Financial Sees RS Rating Rise To 83[SEP]Francisco García Paramés Buys Israel Chemicals, Petrofac, Tecnicas Reunidas SA, Sells Aryzta ...[SEP]Upcoming Dividends; 75 Companies, 33 Increases, 18 Double Digit Increases![SEP]CM Finance's (CMFN) CEO Michael Mauer on Q2 2018 Results - Earnings Call Transcript[SEP]Southwest Airlines Posts Impressive January Traffic Figures[SEP]Mondelēz declares $0.22 dividend[SEP]Silicon Motion (SIMO) Q4 Earnings & Revenues Beat Estimates[SEP]Similar Declines On Both Sides Of Atlantic, But From Different Levels[SEP]Suncoast Equity Management Buys Cognizant Technology Solutions Corp, VMware Inc, The Home Depot ...[SEP]Upcoming Dividends; 75 Companies, 33 Increases, 18 Double Digit Increases![SEP]azValor Iberia FI Buys Euskaltel SA, Gas Natural SDG SA, Melia Hotels International SA, Sells ...[SEP]The Chain: Potential ADM Takeover Of Bunge Carries Uncertain Supply Chain Impacts[SEP]Crown Crafts' (CRWS) CEO Randall Chestnut on Q3 2018 Results - Earnings Call Transcript[SEP]Upcoming Dividends; 75 Companies, 33 Increases, 18 Double Digit Increases![SEP]Notable earnings before Friday's open[SEP]California fights Trump coastal drilling plan[SEP]Yum! Brands (YUM) Q4 Earnings Beat Estimates, Revenues Miss[SEP]Cemex -4% following surprise Q4 net loss[SEP]Tyson Foods (TSN) Q1 Earnings & Sales Grow Y/Y, Stock Up 7%[SEP]California fights Trump coastal drilling plan[SEP]Cheyne Capital Management (UK) LLP Buys Discovery Communications Inc, IAC/InterActiveCorp, ...[SEP]Celldex Value Depends On Coming Data[SEP]Crown Crafts misses by $0.10, misses on revenue[SEP]Organovo Holdings beats by $0.02, misses on revenue[SEP]Dunkin' Brands unveils three-year strategic plan",0
